condition,graph_seed,method,containment_ratio,frozen_f1,removal_fraction,stopped_early
"aggressive_high (bias=0.0, ~3.5x p_uv)",2,GAT threshold,0.5012193923271504,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",2,GAT top-k,0.2789564085788914,1.0,0.6655443322109988,
"aggressive_high (bias=0.0, ~3.5x p_uv)",2,degree-centrality,0.6318464607574791,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",2,betweenness-centrality,0.6279420483932886,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",2,highest-p_uv,0.13863358307816878,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",2,random,0.7456103787124352,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",2,RL,0.5012193923271504,1.0,0.5005611672278338,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",3,GAT threshold,0.6461848490722825,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",3,GAT top-k,0.40706807460774364,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",3,degree-centrality,0.26436463589794484,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",3,betweenness-centrality,0.6462008642708565,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",3,highest-p_uv,0.10619590547648011,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",3,random,0.6451000050213724,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",3,RL,0.36425952536982975,1.0,0.5005611672278338,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",4,GAT threshold,0.5092364386567244,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",4,GAT top-k,0.31335665320256495,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",4,degree-centrality,0.4438647481742731,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",4,betweenness-centrality,0.6375627719507163,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",4,highest-p_uv,0.10801740475552996,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",4,random,0.6626952369595842,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",4,RL,0.5177337521662828,1.0,0.5005611672278338,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",5,GAT threshold,0.6478640923276844,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",5,GAT top-k,0.3558947041844868,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",5,degree-centrality,0.6078676194409596,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",5,betweenness-centrality,0.4777107672886663,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",5,highest-p_uv,0.10092907027552103,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",5,random,0.739378329272578,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",5,RL,0.4959656947502877,1.0,0.5005611672278338,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",6,GAT threshold,0.5096409227757184,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",6,GAT top-k,0.3377420129258274,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",6,degree-centrality,0.40525261984669186,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",6,betweenness-centrality,0.5750078408035785,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",6,highest-p_uv,0.13494825782513106,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",6,random,0.6731886000088835,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",6,RL,0.5348105772371812,1.0,0.5028058361391694,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",7,GAT threshold,0.6174115466570795,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",7,GAT top-k,0.39534320243126325,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",7,degree-centrality,0.4653563843707986,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",7,betweenness-centrality,0.6365614580252308,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",7,highest-p_uv,0.1192507422179007,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",7,random,0.6914998899020185,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",7,RL,0.6440525590069834,1.0,0.5028058361391694,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",8,GAT threshold,0.6296037203131584,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",8,GAT top-k,0.43064844912524114,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",8,degree-centrality,0.4240958833647557,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",8,betweenness-centrality,0.594226252967582,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",8,highest-p_uv,0.5173623721514625,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",8,random,0.6390484994151646,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",8,RL,0.5973117090204217,1.0,0.5005611672278338,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",9,GAT threshold,0.6386353701358639,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",9,GAT top-k,0.39109508094107753,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",9,degree-centrality,0.41384759555709905,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",9,betweenness-centrality,0.6363791755446474,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",9,highest-p_uv,0.15902533610320363,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",9,random,0.7387029137230587,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",9,RL,0.787448154378653,1.0,0.5016835016835017,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",10,GAT threshold,0.6458200001660926,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",10,GAT top-k,0.4040340676815605,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",10,degree-centrality,0.6507815372200402,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",10,betweenness-centrality,0.6259190395897195,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",10,highest-p_uv,0.12515476310216428,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",10,random,0.7237737342374734,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",10,RL,0.5596830355251627,1.0,0.5005611672278338,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",11,GAT threshold,0.6417341866428421,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",11,GAT top-k,0.3671147409572779,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",11,degree-centrality,0.43812701884093164,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",11,betweenness-centrality,0.6136227916810751,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",11,highest-p_uv,0.10535237677584318,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",11,random,0.6942301199697181,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",11,RL,0.4139046670200428,1.0,0.505050505050505,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",12,GAT threshold,0.627314246387915,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",12,GAT top-k,0.38636903791434235,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",12,degree-centrality,0.45583618151582467,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",12,betweenness-centrality,0.6481575026030391,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",12,highest-p_uv,0.24309821882017005,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",12,random,0.7160490161986471,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",12,RL,0.5851547924099114,1.0,0.5005611672278338,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",13,GAT threshold,0.6303085117451815,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",13,GAT top-k,0.3568060201825671,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",13,degree-centrality,0.4778190606371756,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",13,betweenness-centrality,0.5852351920126911,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",13,highest-p_uv,0.10911261352661858,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",13,random,0.7321028518803497,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",13,RL,0.7544781068346545,1.0,0.5016835016835017,False
"aggressive_high (bias=0.0, ~3.5x p_uv)",14,GAT threshold,0.6289680230455185,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",14,GAT top-k,0.3672569996348464,1.0,0.6644219977553311,
"aggressive_high (bias=0.0, ~3.5x p_uv)",14,degree-centrality,0.5228667424987173,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",14,betweenness-centrality,0.6349155362312855,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",14,highest-p_uv,0.1281076765841363,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",14,random,0.6992212965150199,1.0,0.5005611672278338,
"aggressive_high (bias=0.0, ~3.5x p_uv)",14,RL,0.6589564392925562,1.0,0.5005611672278338,False
